0.0086, 0, 0
1.1754, 0, 20000
2.2652, 0, 20000
3.3374, 0, 20000
4.4155, 0, 20000
5.4882, 0, 20000
6.5534, 0, 20000
7.6270, 0, 20000
8.6953, 0, 20000
9.7670, 0, 20000
10.8395, 0, 20000
11.9072, 0, 18689
12.9745, 0, 16909
14.0406, 0, 16725
15.1050, 0, 15278
16.1703, 0, 13365
17.2380, 0, 11013
18.3109, 0, 8466
19.3833, 0, 5743
20.4483, 0, 2211
21.5136, 0, 2027
22.5808, 0, -4266
23.6491, 0, -7498
24.7173, 0, -10066
25.7854, 0, -11058
26.8599, 0, -11101
27.9331, 0, -11196
29.0018, 0, -10776
30.0688, 0, -9789
31.1353, 0, -8497
32.1676, 0, -7004
33.2499, 0, -5303
34.3209, 0, -2935
35.3918, 0, -2967
36.4661, 0, -573
37.5329, 0, 1714
38.5998, 0, 4084
39.6668, 0, 6261
40.7352, 0, 8199
41.8041, 0, 9936
42.8733, 0, 9874
43.9465, 0, 9780
45.0179, 0, 11079
46.0842, 0, 12054
47.1507, 0, 12786
48.2173, 0, 13509
49.2842, 0, 13485
50.3511, 0, 13004
51.4183, 0, 12147
52.4889, 0, 11308
53.5556, 0, 10161
54.6264, 0, 8549
55.6941, 0, 7000
56.7625, 0, 6726
57.8350, 0, 5686
58.9032, 0, 3364
59.9764, 0, 1849
61.0450, 0, 1280
62.1113, 0, 519
63.1772, 0, -119
64.2437, 0, -334
65.3102, 0, -1215
66.3769, 0, -2520
67.4432, 0, -4660
68.5098, 0, -7524
69.5781, 0, -9635
70.6447, 0, -10802
71.7113, 0, -10923
72.7776, 0, -11117
73.8449, 0, -10989
74.9114, 0, -11003
75.9797, 0, -10651
77.0533, 0, -9143
78.1247, 0, -9138
79.1910, 0, -7160
80.2575, 0, -5544
81.3241, 0, -4013
82.3905, 0, -1877
83.4569, 0, 1002
84.5239, 0, 3592
85.5937, 0, 3595
86.6639, 0, 5785
87.7304, 0, 8050
88.7977, 0, 10143
89.8658, 0, 11419
90.9364, 0, 12395
92.0052, 0, 13696
93.0785, 0, 13601
94.1502, 0, 14379
95.2165, 0, 14279
96.2829, 0, 14083
97.3491, 0, 13396
98.4155, 0, 12565
99.4820, 0, 12260
100.5486, 0, 12016
101.6183, 0, 10025
102.6984, 0, 7947
103.7656, 0, 6756
104.8323, 0, 5000
105.8989, 0, 4755
106.9664, 0, 2113
108.0339, 0, 94
109.1032, 0, -2712
110.1756, 0, -6166
111.2427, 0, -9397
112.3097, 0, -9552
113.3766, 0, -12650
114.4434, 0, -12679
115.5098, 0, -14849
116.5761, 0, -15835
117.6427, 0, -16350
118.7122, 0, -15679
119.7817, 0, -14752
120.8465, 0, -14060
121.9112, 0, -13997
122.9759, 0, -12740
124.0414, 0, -10219
125.1101, 0, -7313
126.1761, 0, -4267
127.2467, 0, -471
128.3161, 0, 3130
129.3821, 0, 3223
130.4487, 0, 6330
131.5136, 0, 9595
132.5782, 0, 11919
133.6432, 0, 15843
134.7090, 0, 17302
135.7784, 0, 17215
136.8430, 0, 17350
137.9074, 0, 16762
138.9735, 0, 16123
140.0407, 0, 15916
141.1085, 0, 14743
142.1748, 0, 12756
143.2453, 0, 12458
144.3146, 0, 10610
145.3796, 0, 8801
146.4441, 0, 5960
